_id,animalSettlement,caravanaNumber,animalType,weight,birthDay,breed,isPregmant,dateOfBirth,observations,createdAt,updatedAt,__v,animalTags,animalSenasa
62d98f17a30a66002645c2ff,620e6e5e60543d0026a01f0e,CAR5,NOVILLO,166.0,2022-07-18 00:00:00.000,LIMOUSIN,False,,,2022-07-21 17:38:31.059,2022-11-29 14:11:35.813,0,[],
62d990a8a30a66002645c3c1,620e6e5e60543d0026a01f0e,CAR39,NOVILLO,148.0,2022-07-18 00:00:00.000,POLLED HEREFORD,False,,,2022-07-21 17:45:12.334,2022-07-21 17:45:12.334,0,,
62d9948ba30a66002645c480,620e6e5e60543d0026a01f0e,CAR103,VACA,153.0,2022-07-18 00:00:00.000,BRANGUS,False,,,2022-07-21 18:01:47.052,2022-07-21 18:01:47.052,0,,
62d99512a30a66002645c4db,620e6e5e60543d0026a01f0e,CAR98,TERNERO,65.0,2022-07-18 00:00:00.000,INDUSIN,False,,,2022-07-21 18:04:02.069,2022-07-21 18:04:02.069,0,,
62d9a9400223ce002612b065,620e6e5e60543d0026a01f0e,CAR63,VAQUILLONA,166.0,2022-03-25 00:00:00.000,JERSEY,False,,,2022-07-21 19:30:08.457,2022-07-21 19:30:08.457,0,,
62d9ab7e0223ce002612b37e,620e6e5e60543d0026a01f0e,CAR125,NOVILLO,146.0,2022-07-18 00:00:00.000,RETINTA,False,,,2022-07-21 19:39:42.966,2022-11-29 14:06:34.739,0,[],
62dac69ae95cd50025ecf5f8,620e6e5e60543d0026a01f0e,CAR27,TERNERO,54.0,2022-07-18 00:00:00.000,SANTA GERTRUDIS,False,,,2022-07-22 15:47:38.719,2022-07-22 15:47:38.719,0,,
62f52ca5401c510025e01f48,620e6e5e60543d0026a01f0e,999992,NOVILLO,251.0,2022-08-11 00:00:00.000,ABERDEEN ANGUS,False,,,2022-08-11 16:21:57.193,2022-08-11 16:21:57.193,0,,
63093bb93b49db0025994d31,620e6e5e60543d0026a01f0e,CAR09,TERNERO,123.0,2022-08-26 00:00:00.000,HEREFORD,False,,,2022-08-26 21:31:37.126,2022-08-26 21:31:37.126,0,,
62d56ca4e71f68426833cc59,620e6e5e60543d0026a01f0e,CAR24,NOVILLO,2.0,2022-07-18 00:00:00.000,POLLED HEREFORD,False,,,2022-07-18 14:22:28.938,2022-07-18 14:22:28.938,0,,
62d97f14a30a66002645b50b,620e6e5e60543d0026a01f0e,CAR100,VACA,144.0,2022-07-18 00:00:00.000,BRANGUS,False,,,2022-07-21 16:30:12.884,2022-07-21 16:30:12.884,0,,
62d98e53a30a66002645c2c9,620e6e5e60543d0026a01f0e,CAR83,TERNERO,67.0,2022-07-18 00:00:00.000,FLEKVIEH/SIMMENTHAL,False,,,2022-07-21 17:35:15.396,2023-01-04 15:02:31.414,0,['LACTANCIA'],
62d99105a30a66002645c3f9,620e6e5e60543d0026a01f0e,CAR155,TERNERO,45.0,2022-07-18 00:00:00.000,SANTA GERTRUDIS,False,,,2022-07-21 17:46:45.768,2022-07-21 17:46:45.768,0,,
62d9a7b10223ce002612afb3,620e6e5e60543d0026a01f0e,CAR101,NOVILLO,154.0,2022-03-25 00:00:00.000,INDUSIN,False,,,2022-07-21 19:23:29.413,2022-07-21 19:23:29.413,0,,
62d9a9e10223ce002612b0d3,620e6e5e60543d0026a01f0e,CAR88,TERNERO,76.0,2022-03-25 00:00:00.000,BRAFORD,False,,,2022-07-21 19:32:49.943,2022-07-21 19:32:49.943,0,,
62d9abf50223ce002612b3b6,620e6e5e60543d0026a01f0e,CAR99,NOVILLO,145.0,2022-07-18 00:00:00.000,JERSEY,False,,,2022-07-21 19:41:41.982,2022-12-26 18:38:18.296,0,[],
62d9ad880223ce002612b4ff,620e6e5e60543d0026a01f0e,CAR139,VACA,174.0,2022-07-18 00:00:00.000,ABERDEEN ANGUS,False,,,2022-07-21 19:48:24.419,2022-12-27 00:03:34.604,0,[],
62cfe1b4b8f04b47003be2c6,620e6e5e60543d0026a01f0e,CAR175,TERNERO,232.0,2022-07-18 00:00:00.000,BRAHMAN,False,,,2022-07-14 09:28:20.687,2022-12-14 13:33:51.167,0,[],
62d98009a30a66002645b744,620e6e5e60543d0026a01f0e,CAR80,NOVILLO,231.0,2022-07-18 00:00:00.000,BRAFORD,False,,,2022-07-21 16:34:17.148,2022-12-28 00:58:08.717,0,[],
62d98c2ca30a66002645be9d,620e6e5e60543d0026a01f0e,CAR179,VAQUILLONA,123.0,2022-07-18 00:00:00.000,JERSEY,True,,,2022-07-21 17:26:04.655,2022-12-20 19:19:59.130,0,['PERDONADA'],
62d98d56a30a66002645c1ff,620e6e5e60543d0026a01f0e,CAR210,TERNERO,55.0,2022-03-25 00:00:00.000,LIMOUSIN,False,,,2022-07-21 17:31:02.366,2022-12-28 00:45:10.007,0,['PREÑADA'],
62d9917ca30a66002645c431,620e6e5e60543d0026a01f0e,CAR165,VACA,155.0,2022-07-18 00:00:00.000,SANTA GERTRUDIS,False,,OBS,2022-07-21 17:48:44.918,2022-12-28 00:34:57.875,0,['VIEJA'],
62d9adf10223ce002612b546,620e6e5e60543d0026a01f0e,CAR7,VACA,177.0,2022-07-18 00:00:00.000,CHAROLAIS,False,,,2022-07-21 19:50:09.979,2022-11-27 01:09:39.118,0,['PERDONADA'],
62d9ae9d0223ce002612b5b6,620e6e5e60543d0026a01f0e,CAR104,TERNERO,76.0,2022-03-25 00:00:00.000,CHAROLAIS,False,,,2022-07-21 19:53:01.163,2022-07-21 19:53:01.163,0,,
62f52b53401c510025e01f02,620e6e5e60543d0026a01f0e,999991,TERNERO,250.0,2022-08-11 00:00:00.000,ABERDEEN ANGUS,False,,,2022-08-11 16:16:19.733,2022-12-05 12:38:31.236,0,[],
63604b9106eca52a405d4657,632b24e8ed7553423812deb1,CAR333A,VACA,300.0,2022-03-20 00:00:00.000,INDUSIN,False,,,2022-10-31 22:26:25.335,2022-10-31 22:26:25.335,0,,SENASACAR333A
638660af3039cf00301d200e,620e6e5e60543d0026a01f0e,COLLAR_3,VACA,151.0,2022-11-29 00:00:00.000,JERSEY,False,,,2022-11-29 19:42:40.020,2023-03-07 12:52:14.799,0,['LACTANCIA'],
6388c7acbcaeb30030cb691d,6388c7acbcaeb30030cb6915,PUNTO_FIJO_1,VACA,0.0,2022-12-01 15:26:36.673,DEFAULT-PUNTO-FIJO,False,,,2022-12-01 15:26:36.673,2022-12-01 15:26:36.673,0,[],6388C7ACBCAEB30030CB6915
638a2174bcaeb30030cb7660,63877cd7e1ed590030662d0a,PUNTO_FIJO_1,VACA,0.0,2022-12-02 16:01:56.864,DEFAULT-PUNTO-FIJO,False,,,2022-12-02 16:01:56.864,2022-12-02 16:01:56.864,0,[],
638a254fbcaeb30030cb776e,620e6e5e60543d0026a01f0e,PUNTO_FIJO_5,VACA,0.0,2022-12-02 16:18:24.011,DEFAULT-PUNTO-FIJO,False,,,2022-12-02 16:18:24.011,2022-12-02 16:18:24.011,0,[],
638a2580bcaeb30030cb779e,620e6e5e60543d0026a01f0e,PUNTO_FIJO_6,VACA,0.0,2022-12-02 16:19:12.263,DEFAULT-PUNTO-FIJO,False,,,2022-12-02 16:19:12.263,2022-12-02 16:19:12.263,0,[],
638a27b8bcaeb30030cb77e6,620e6e5e60543d0026a01f0e,AGUADA 1,VACA,1.0,2022-12-02 00:00:00.000,BEEF MASTER,False,,,2022-12-02 16:28:40.402,2022-12-02 16:28:40.402,0,[],
638a27f3bcaeb30030cb77f7,620e6e5e60543d0026a01f0e,AGUADA 2,VACA,1.0,2022-12-02 00:00:00.000,JERSEY,False,,,2022-12-02 16:29:39.446,2022-12-02 16:29:39.446,0,[],
638a2830bcaeb30030cb780a,620e6e5e60543d0026a01f0e,AGUADA 3,VACA,1.0,2022-12-02 00:00:00.000,BRAHMAN,False,,,2022-12-02 16:30:40.450,2022-12-02 16:30:40.450,0,[],
638f46a8a5c1673814c1f7e2,620e6e5e60543d0026a01f0e,PUNTO_FIJO_1,VACA,0.0,2022-12-06 13:42:00.370,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 13:42:00.370,2022-12-06 13:42:00.370,0,[],638F46A8A5C1673814C1F7DA
6397449564ca173424d5b420,6397449564ca173424d5b419,6397449564CA173424D5B419,VACA,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,False,,,2022-12-12 15:11:17.189,2022-12-12 15:11:17.189,0,,6397449564CA173424D5B419
6397467164ca173424d5b45d,6397467164ca173424d5b456,6397467164CA173424D5B456,VACA,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,False,,,2022-12-12 15:19:13.731,2022-12-12 15:19:13.731,0,,6397467164CA173424D5B456
6397490164ca173424d5b487,6397490164ca173424d5b480,6397490164CA173424D5B480,VACA,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,False,,,2022-12-12 15:30:09.885,2022-12-12 15:30:09.885,0,,6397490164CA173424D5B480
63974a5064ca173424d5b4ab,63974a5064ca173424d5b4a4,63974A5064CA173424D5B4A4,VACA,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,False,,,2022-12-12 15:35:44.842,2022-12-12 15:35:44.842,0,,63974A5064CA173424D5B4A4
6397a1537098dc26305d0256,620e6e5e60543d0026a01f0e,PRUEBA 49,VACA,100.0,2000-01-01 00:00:00.000,LIMANGUS,False,,,2022-12-12 21:46:59.749,2022-12-12 21:46:59.749,0,[],49
6397ba0cc9b5d32fac8ef16f,6397ba0cc9b5d32fac8ef168,6397BA0CC9B5D32FAC8EF168,VACA,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,False,,,2022-12-12 23:32:28.356,2022-12-12 23:32:28.356,0,,6397BA0CC9B5D32FAC8EF168
6397bc0bc9b5d32fac8ef1c7,6397bc0ac9b5d32fac8ef1c0,6397BC0AC9B5D32FAC8EF1C0,VACA,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,False,,,2022-12-12 23:40:59.088,2022-12-12 23:40:59.088,0,,6397BC0AC9B5D32FAC8EF1C0
6397f3702005bc09f431fb32,620e6e5e60543d0026a01f0e,PRUEBA 3,NOVILLO,100.0,2000-01-01 00:00:00.000,SHORTHORN,False,,,2022-12-13 03:37:20.798,2022-12-13 03:37:20.798,0,['SECA'],454545
6398ae85195e9e4dec897b2b,6398ae85195e9e4dec897b23,PUNTO_FIJO_1,VACA,0.0,2022-12-13 16:55:33.363,DEFAULT-PUNTO-FIJO,False,,,2022-12-13 16:55:33.363,2022-12-13 16:55:33.363,0,[],6398AE85195E9E4DEC897B23
6398af52195e9e4dec897b74,63877cd7e1ed590030662d0a,CAR9,VACA,100.0,2000-01-01 00:00:00.000,HEREFORD,False,,,2022-12-13 16:58:58.156,2022-12-13 17:00:52.635,0,['ENFERMA'],1
6398b015195e9e4dec897c34,620e6e5e60543d0026a01f0e,PRUEBA2,TERNERO,2.0,2000-01-01 00:00:00.000,SHORTHORN,False,,,2022-12-13 17:02:13.548,2022-12-13 17:02:13.548,0,[],
6398b7d0195e9e4dec897e17,620e6e5e60543d0026a01f0e,PRUEBA3,VACA,100.0,2000-01-01 00:00:00.000,POLLED HEREFORD,False,,,2022-12-13 17:35:12.394,2022-12-13 17:35:12.394,0,['ENFERMA'],10
639cbf8ae72b8435841c36f6,620e6e5e60543d0026a01f0e,PRUEBA1,TERNERO,100.0,2000-01-01 00:00:00.000,SHORTHORN,False,,,2022-12-16 18:57:14.166,2022-12-16 18:57:14.166,0,[],1515
63a0e6564d110a5b98147543,63a0e6554d110a5b9814753b,PUNTO_FIJO_1,VACA,0.0,2022-12-19 22:31:50.017,DEFAULT-PUNTO-FIJO,False,,,2022-12-19 22:31:50.017,2022-12-19 22:31:50.017,0,[],63A0E6554D110A5B9814753B
638f557947b80d0025f05eaa,620e6e5e60543d0026a01f0e,PUNTO_FIJO_2,VACA,0.0,2022-12-06 14:45:13.362,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 14:45:13.362,2022-12-06 14:45:13.362,0,[],
638f558847b80d0025f05ece,620e6e5e60543d0026a01f0e,PUNTO_FIJO_3,VACA,0.0,2022-12-06 14:45:28.555,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 14:45:28.555,2022-12-06 14:45:28.555,0,[],
638f559b47b80d0025f05f02,620e6e5e60543d0026a01f0e,PUNTO_FIJO_4,VACA,0.0,2022-12-06 14:45:47.839,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 14:45:47.839,2022-12-06 14:45:47.839,0,[],
63a646c01c3d5b259c86b645,63a646c01c3d5b259c86b63e,PUNTO_FIJO_1,VACA,0.0,2022-12-24 00:24:32.222,DEFAULT-PUNTO-FIJO,False,,,2022-12-24 00:24:32.222,2022-12-24 00:24:32.222,0,[],63A646C01C3D5B259C86B63E
63a9a4e15ede0b00302c344c,620e6e5e60543d0026a01f0e,CAREGST,VACA,33.0,2022-12-06 00:00:00.000,POLLED HEREFORD,False,,,2022-12-26 13:42:57.823,2022-12-26 13:42:57.823,0,['GORDA'],DASDSAAS
63adccacd601c63f045ed387,63adccacd601c63f045ed37f,PUNTO_FIJO_1,VACA,0.0,2022-12-29 17:21:48.280,DEFAULT-PUNTO-FIJO,False,,,2022-12-29 17:21:48.280,2022-12-29 17:21:48.280,0,[],63ADCCACD601C63F045ED37F
63adcd8ed601c63f045ed40f,63adcd8dd601c63f045ed407,PUNTO_FIJO_1,VACA,0.0,2022-12-29 17:25:34.187,DEFAULT-PUNTO-FIJO,False,,,2022-12-29 17:25:34.187,2022-12-29 17:25:34.187,0,[],63ADCD8DD601C63F045ED407
63b38dd1eb677e30a8aab08b,63b38dd1eb677e30a8aab083,PUNTO_FIJO_1,VACA,0.0,2023-01-03 02:07:13.434,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 02:07:13.434,2023-01-03 02:07:13.434,0,[],63B38DD1EB677E30A8AAB083
63b38faceb677e30a8aab10c,63b38faceb677e30a8aab104,PUNTO_FIJO_1,VACA,0.0,2023-01-03 02:15:08.650,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 02:15:08.650,2023-01-03 02:15:08.650,0,[],63B38FACEB677E30A8AAB104
63b39a48eb677e30a8aab15d,63b39a48eb677e30a8aab155,PUNTO_FIJO_1,VACA,0.0,2023-01-03 03:00:24.572,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 03:00:24.572,2023-01-03 03:00:24.572,0,[],63B39A48EB677E30A8AAB155
63b39a96eb677e30a8aab18b,63b39a96eb677e30a8aab183,PUNTO_FIJO_1,VACA,0.0,2023-01-03 03:01:42.323,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 03:01:42.323,2023-01-03 03:01:42.323,0,[],63B39A96EB677E30A8AAB183
63b44309973f9f35c0c5aaba,63b44309973f9f35c0c5aab2,PUNTO_FIJO_1,VACA,0.0,2023-01-03 15:00:25.992,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 15:00:25.992,2023-01-03 15:00:25.992,0,[],63B44309973F9F35C0C5AAB2
63c193f852dc730030406a3c,620e6e5e60543d0026a01f0e,CARD,VACA,500.0,2022-07-18 00:00:00.000,SIMBRAH,False,,,2023-01-13 17:25:12.310,2023-01-13 17:25:12.310,0,[],1E
63c1953252dc730030406a6d,620e6e5e60543d0026a01f0e,CARR,VACA,500.0,2022-07-18 00:00:00.000,SIMBRAH,False,,,2023-01-13 17:30:26.812,2023-04-03 19:42:53.093,0,['GORDA'],4343334
63c1971b52dc730030406ab0,620e6e5e60543d0026a01f0e,CART,VACA,500.0,2022-07-18 00:00:00.000,SIMBRAH,False,,,2023-01-13 17:38:35.333,2023-01-13 17:38:35.333,0,[],1T
63c1972d52dc730030406abd,620e6e5e60543d0026a01f0e,CARU,VACA,500.0,2022-07-18 00:00:00.000,SIMBRAH,False,,,2023-01-13 17:38:53.803,2023-01-13 17:38:53.803,0,[],
63d282ea695091f316b274cf,63c572a5819cd2102862bfb2,PRUEBA,VAQUILLONA,2.0,2022-12-16 00:00:00.000,SHORTHORN,False,,,2023-01-26 13:40:58.476,2023-01-26 13:40:58.476,0,[],123456
63e6480d22ee080030ba87a8,620e6e5e60543d0026a01f0e,CAR999999,VACA,101.0,1994-05-15 00:00:00.000,SHORTHORN,False,, ,2023-02-10 13:35:09.538,2023-03-20 17:26:34.600,0,[],S
63e6480d22ee080030ba87aa,620e6e5e60543d0026a01f0e,CAR777777,VACA,50.0,2020-03-15 00:00:00.000,INDUSIN,False,,,2023-02-10 13:35:09.542,2023-04-04 14:40:00.253,0,['GORDA'],
63e64b9822ee080030ba889b,620e6e5e60543d0026a01f0e,CAR456435,SIN ESPECIFICAR,,,SIN ESPECIFICAR,False,,,2023-02-10 13:50:16.584,2023-04-03 19:53:44.148,0,['LACTANCIA'],123
63eadf87c529ea003063c052,620e6e5e60543d0026a01f0e,CAR987654,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-14 01:10:31.368,2023-02-14 01:10:31.368,0,[],
63ed47d2b0b2250030e436af,620e6e5e60543d0026a01f0e,MEV1,TERNERO,10.0,2000-01-01 00:00:00.000,SHORTHORN,False,,,2023-02-15 21:00:02.737,2023-02-15 21:00:02.737,0,[],
63ee8200476a9d00308065fb,63877cd7e1ed590030662d0a,CAR331231,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-16 19:20:32.719,2023-02-16 19:20:32.719,0,[],
63ee822c476a9d00308066b0,63c572a5819cd2102862bfb2,CAR123123,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-16 19:21:16.789,2023-02-16 19:21:16.789,0,[],
63ee8291476a9d0030806791,63e641fc22ee080030ba838b,B10003,TERNERO,,,SIN ESPECIFICAR,False,,,2023-02-16 19:22:57.434,2023-03-02 15:30:28.815,0,[],
63ee848a476a9d0030806d7f,63877cd7e1ed590030662d0a,C20001,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-16 19:31:22.346,2023-02-16 19:31:22.346,0,[],
63efe06ce429423750fcbb31,63efd78d65980f4378711b6f,COLLAR1,NOVILLO,123.0,2023-02-01 00:00:00.000,SANTA GERTRUDIS,False,,,2023-02-17 20:15:40.469,2023-02-17 20:15:40.469,0,[],
63f66cc4d3575e0030304d2c,63efd78d65980f4378711b6f,COLLARTEST,NOVILLO,11.0,2023-02-07 00:00:00.000,SHORTHORN,False,,,2023-02-22 19:28:04.601,2023-02-22 19:28:04.601,0,[],
63ed0ae9a9f1a40025793c1d,63ecf27ba9f1a40025792acf,B10119,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:40:09.824,2023-02-15 16:40:09.824,0,[],JO278-Q550-0
63ed0b15a9f1a40025793c52,63ecf27ba9f1a40025792acf,B10124,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:40:53.331,2023-02-15 16:40:53.331,0,[],CCO14-I054-1
63ed0b7aa9f1a40025793c82,63ecf27ba9f1a40025792acf,B10194,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:42:34.667,2023-02-15 16:42:34.667,0,[],JF718-B858-8
63ed0b8da9f1a40025793ce6,63ecf27ba9f1a40025792acf,B10125,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:42:53.464,2023-02-15 16:42:53.464,0,[],JO278-P809-1
63ed0b93a9f1a40025793d0f,63ecf27ba9f1a40025792acf,B10139,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:42:59.098,2023-02-15 16:42:59.098,0,[],JO278-Q551-9
63ed0baea9f1a40025793d80,63ecf27ba9f1a40025792acf,B10177,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:43:26.411,2023-02-15 16:43:26.411,0,[],CC014-I206-4
63ed0da5a9f1a4002579438c,63ecf27ba9f1a40025792acf,B10180,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:51:49.612,2023-02-15 16:51:49.612,0,[],CC014-I268-4
63ed0da6a9f1a40025794397,63ecf27ba9f1a40025792acf,B10151,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:51:50.292,2023-02-15 16:51:50.292,0,[],CC014-I085-1
63ed0dc6a9f1a40025794427,63ecf27ba9f1a40025792acf,B10154,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:52:22.684,2023-02-15 16:52:22.684,0,[],CC014-I165-3
63ed0dc9a9f1a40025794444,63ecf27ba9f1a40025792acf,B10181,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:52:25.769,2023-02-15 16:52:25.769,0,[],
63ed0ddca9f1a400257944c0,63ecf27ba9f1a40025792acf,C10014,SIN ESPECIFICAR,,,SIN ESPECIFICAR,False,,,2023-02-15 16:52:44.079,2023-03-23 19:05:08.597,0,[],JO278-P814-8
63ed0deda9f1a40025794525,63ecf27ba9f1a40025792acf,B10183,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:53:02.097,2023-02-15 16:53:02.097,0,[],JO278-Q557-8
63ed0df3a9f1a40025794534,63ecf27ba9f1a40025792acf,B10147,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:53:07.121,2023-02-15 16:53:07.121,0,[],JO278-Q607-8
63ed0e08a9f1a4002579459a,63ecf27ba9f1a40025792acf,B10149,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:53:28.684,2023-02-15 16:53:28.684,0,[],CC014-H839-3
63ed0e0fa9f1a400257945cf,63ecf27ba9f1a40025792acf,B10138,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:53:35.093,2023-02-15 16:53:35.093,0,[],JO278-Q558-6
63ed0e1ca9f1a4002579461c,63ecf27ba9f1a40025792acf,B10148,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:53:48.456,2023-02-15 16:53:48.456,0,[],J0278-Q608-6
63ed0e26a9f1a4002579466e,63ecf27ba9f1a40025792acf,B10118,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:53:58.791,2023-02-15 16:53:58.791,0,[],JO278-Q559-4
63ed0e2da9f1a400257946b4,63ecf27ba9f1a40025792acf,B10143,SIN ESPECIFICAR,,,SIN ESPECIFICAR,False,,,2023-02-15 16:54:05.136,2023-03-23 19:02:40.285,0,[],JF718-B651-3
63ed0e3da9f1a40025794702,63ecf27ba9f1a40025792acf,B10117,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:54:21.143,2023-02-15 16:54:21.143,0,[],JO278-Q560-8
63ed0e4ea9f1a40025794766,63ecf27ba9f1a40025792acf,B10146,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:54:38.749,2023-02-15 16:54:38.749,0,[],JO278-Q609-4
63ed0e50a9f1a40025794775,63ecf27ba9f1a40025792acf,B10116,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:54:40.888,2023-02-15 16:54:40.888,0,[],JO278-Q561-6
63ed0e61a9f1a400257947ff,63ecf27ba9f1a40025792acf,B10145,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:54:57.517,2023-02-15 16:54:57.517,0,[],JO278-Q610-8
63ed0e62a9f1a4002579480a,63ecf27ba9f1a40025792acf,B10115,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:54:58.755,2023-02-15 16:54:58.755,0,[],CC014-H688-9
63ed0e71a9f1a40025794898,63ecf27ba9f1a40025792acf,C10013,SIN ESPECIFICAR,,,SIN ESPECIFICAR,False,,,2023-02-15 16:55:13.910,2023-03-27 19:55:52.914,0,['VIEJA'],CC014-I034-7
63ed0e73a9f1a400257948a6,63ecf27ba9f1a40025792acf,B10114,SIN ESPECIFICAR,,,SIN ESPECIFICAR,False,,,2023-02-15 16:55:15.596,2023-03-23 13:54:18.407,0,['ENFERMA'],CC014-H669-2
63ed0e82a9f1a40025794931,63ecf27ba9f1a40025792acf,B10113,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:55:30.496,2023-02-15 16:55:30.496,0,[],JO278-Q562-4
63ed0e85a9f1a4002579494b,63ecf27ba9f1a40025792acf,B10141,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:55:33.579,2023-02-15 16:55:33.579,0,[],JO278-Q611-6
63ed0e90a9f1a400257949d1,63ecf27ba9f1a40025792acf,B10112,SIN ESPECIFICAR,,,SIN ESPECIFICAR,,,,2023-02-15 16:55:44.963,2023-02-15 16:55:44.963,0,[],CCO14-H798-2
